# Curated country/region map for Berserkers thread producers that have no
# wiki/producers/ page (pages are authoritative and win over this file).
# Format: <raw_name exactly as in the thread JSON><TAB><country><TAB><region>
# Best-effort hand classification; the obscure single-mention tail + parse
# noise is intentionally left out (shows blank). Regenerate the search pages
# after editing:  python scripts/build_wb_search_page.py --apply
Mount Pleasant	Australia	Hunter Valley
Clos Roilette	France	Beaujolais
Roilette	France	Beaujolais
Inman Family	USA	Sonoma
Inman	USA	Sonoma
Frederic Esmonin	France	Burgundy
Henri Germain et Fils	France	Burgundy
Roses de Jeanne	France	Champagne
Drappier	France	Champagne
Dureuil-Janthial	France	Burgundy
Raffault	France	Loire
Joly	France	Loire
Philipponnat	France	Champagne
Marie-Noëlle Ledru	France	Champagne
Tenuta delle Terre Nere	Italy	Sicily
Pierre Péters	France	Champagne
Martin Woods	USA	Willamette Valley
Paolo Bea	Italy	Umbria
Isole e Olena	Italy	Tuscany
Woodward Canyon	USA	Walla Walla
Puy Lacoste	France	Bordeaux
Grand Puy Lacoste	France	Bordeaux
St Innocent	USA	Willamette Valley
Rocca di Montegrossi	Italy	Tuscany
Château Tour Saint-Christophe	France	Bordeaux
Domaine Trapet	France	Burgundy
Beaulieu Vineyard	USA	Napa
Plumpjack	USA	Napa
Odette	USA	Napa
Cade	USA	Napa
Nine Suns	USA	Napa
Blankiet	USA	Napa
Maison Bleue	USA	Columbia Valley
Pepper Bridge	USA	Walla Walla
Kerloo Cellars	USA	Walla Walla
Robert Young Estate Winery	USA	Sonoma
Domaine Roulot	France	Burgundy
Wittmann	Germany	Rheinhessen
Vieux Chateau Certan	France	Bordeaux
Fontanella Family Wines	USA	Napa
Waters	USA	Walla Walla
Lewelling	USA	Napa
Larkmead	USA	Napa
Peter Wagner	Germany	Mosel
Prieuré Roch	France	Burgundy
Screaming Eagle	USA	Napa
Grand Puy Lacoste	France	Bordeaux
Maybach	USA	Napa
Maybach Family Vineyards	USA	Napa
Bryant Family	USA	Napa
Bryant	USA	Napa
Enfield	USA	Sierra Foothills
Enfield Wine Co	USA	Sierra Foothills
Domaine de la Cote	USA	Santa Barbara
Occidental	USA	Sonoma
Alain Hudelot-Noellat	France	Burgundy
Alain Hudelot-Noëllat	France	Burgundy
Hudelot	France	Burgundy
Lillian	USA	Santa Barbara
Roy Piper	USA	Napa
Cabot	USA	California
Cabot Vineyards	USA	California
Desire Lines	USA	Sonoma
Tercero	USA	Santa Barbara
Ronchi di Cialla	Italy	Friuli
Azienda Agricola Caparsa	Italy	Tuscany
Château de Beaucastel	France	Southern Rhône
Windy Oaks Estate	USA	Santa Cruz Mountains
Windy Oaks	USA	Santa Cruz Mountains
Laible	Germany	Baden
Calluna	USA	Sonoma
JB Neufeld	USA	Columbia Valley
Domaine Pavelot (Jean-Marc et Hugues)	France	Burgundy
Zepaltas	USA	Sonoma
Matello	USA	Willamette Valley
Black Sears	USA	Napa
Karl Lawrence	USA	Napa
Jean Edwards	USA	Napa
Jean Edwards Cellars	USA	Napa
Arterberry Maresh	USA	Willamette Valley
Caterwaul	USA	Napa
Extradimensional	USA	California
Henrik Möbitz	Germany	Baden
Carter	USA	Napa
Riverain	USA	Napa
VCC	France	Bordeaux
Detert	USA	Napa
Nine Suns	USA	Napa
Bella Oaks	USA	Napa
Christophe Pichon	France	Northern Rhône
Beau Vigne	USA	Napa
Failla	USA	Sonoma
Enfield Wine Co	USA	Sierra Foothills
Julien Prelat	France	Champagne
Digioia-Royer	France	Burgundy
Christian Clerget	France	Burgundy
Domaine Dublère	France	Burgundy
Dublere	France	Burgundy
Domaine de la Noblaie	France	Loire
Terre et Sang	France	Southern Rhône
Aurelien Chatagnier	France	Northern Rhône
